"wallet_name_raw";"wallet_type";"address";"blockchain";"currency";"amount";"price";"value";"cost_brl";"irpf_description"
"MetaMask (2) - Arbitrum";"Wallet";"";"None";"UNI-V3-POS-3269857-LIQUIDITY";0.000724568170888358;0.0;0.0;337.32;"SALDO DE 0,00072457 UNI-V3-POS-3269857-LIQUIDITY CUSTODIADO NA CARTEIRA METAMASK NA REDE ARBITRUM EM 31/12/2024."
"MetaMask (2) - Binance Smart Chain (BNB) - 0x8cB0...1B";"Exchange";"";"Exchange";"BNB";0.0156283149;4393.28;68.66;35.87;"SALDO DE 0,01562831 BNB CUSTODIADO NA EXCHANGE BINANCE EM 31/12/2024."
"MetaMask (2) - Ethereum (ETH) - 0x8cB0...1B";"Wallet";"";"None";"ETH";0.2103125991;20724.06;4358.53;2326.99;"SALDO DE 0,2103126 ETH CUSTODIADO NA CARTEIRA METAMASK NA REDE ETHEREUM 0x8cB0 EM 31/12/2024."
"MetaMask (2) - Ethereum (ETH) - 0x8cB0...1B";"Wallet";"";"None";"SHIDO";947400.5668129053;0.0;3690.65;395.42;"SALDO DE 947400,56681291 SHIDO CUSTODIADO NA CARTEIRA METAMASK NA REDE ETHEREUM 0x8cB0 EM 31/12/2024."
"MetaMask (2) - Ethereum (ETH) - 0x8cB0...1B";"Wallet";"";"None";"STRUMP";10623.434172451;0.01;127.35;465.22;"SALDO DE 10623,43417245 STRUMP CUSTODIADO NA CARTEIRA METAMASK NA REDE ETHEREUM 0x8cB0 EM 31/12/2024."
"MetaMask (2) - Ethereum (ETH) - 0x8cB0...1B";"Wallet";"";"None";"TOTO";5995722732.594186;0.0;59.96;431.25;"SALDO DE 5995722732,59418583 TOTO CUSTODIADO NA CARTEIRA METAMASK NA REDE ETHEREUM 0x8cB0 EM 31/12/2024."
"MetaMask (2) - Ethereum (ETH) - 0x8cB0...1B";"Wallet";"";"None";"LIME";0.000785319;0.28;0.0;3369.75;"SALDO DE 0,00078532 LIME CUSTODIADO NA CARTEIRA METAMASK NA REDE ETHEREUM 0x8cB0 EM 31/12/2024."
"MetaMask (2) - Ethereum (ETH) - 0x8cB0...1B";"Wallet";"";"None";"WETH";1e-10;20743.11;0.0;0.0;"SALDO DE 0 WETH CUSTODIADO NA CARTEIRA METAMASK NA REDE ETHEREUM 0x8cB0 EM 31/12/2024."
"MetaMask (2) - Ethereum (ETH) - 0x8cB0...1B";"Wallet";"";"None";"WLFI";17689.52676;0.0;0.0;1049.13;"SALDO DE 17689,52676 WLFI CUSTODIADO NA CARTEIRA METAMASK NA REDE ETHEREUM 0x8cB0 EM 31/12/2024."
"MetaMask (2) - Optimism (OP) - 0x8cB0...1B";"Wallet";"";"None";"ETH";0.0249012037;20724.06;516.05;275.52;"SALDO DE 0,0249012 ETH CUSTODIADO NA CARTEIRA METAMASK NA REDE OPTIMISM 0x8cB0 EM 31/12/2024."
"MetaMask (2) - Optimism (OP) - 0x8cB0...1B";"Wallet";"";"None";"EVEV2#11705";1.0;0.0;0.0;0.0;"SALDO DE 1 EVEV2#11705 CUSTODIADO NA CARTEIRA METAMASK NA REDE OPTIMISM 0x8cB0 EM 31/12/2024."
"MetaMask (2) - Polygon (MATIC) - 0x8cB0...1B";"Wallet";"";"None";"WBTC";0.00163427;580485.36;948.67;732.75;"SALDO DE 0,00163427 WBTC CUSTODIADO NA CARTEIRA METAMASK NA REDE POLYGON 0x8cB0 EM 31/12/2024."
"MetaMask (2) - Polygon (MATIC) - 0x8cB0...1B";"Wallet";"";"None";"MATIC";37.5308039546;2.81;105.63;84.42;"SALDO DE 37,53080395 MATIC CUSTODIADO NA CARTEIRA METAMASK NA REDE POLYGON 0x8cB0 EM 31/12/2024."
"MetaMask (2) - Polygon (MATIC) - 0x8cB0...1B";"Wallet";"";"None";"UNI-V3-POS#1950117";1.0;0.0;0.0;0.0;"SALDO DE 1 UNI-V3-POS#1950117 CUSTODIADO NA CARTEIRA METAMASK NA REDE POLYGON 0x8cB0 EM 31/12/2024."
"MetaMask (2) - Polygon (MATIC) - 0x8cB0...1B";"Wallet";"";"None";"UNI-V3-POS#1950156";1.0;0.0;0.0;0.0;"SALDO DE 1 UNI-V3-POS#1950156 CUSTODIADO NA CARTEIRA METAMASK NA REDE POLYGON 0x8cB0 EM 31/12/2024."
"MetaMask (2) - Polygon (MATIC) - 0x8cB0...1B";"Wallet";"";"None";"UNI-V3-POS-1950156-LIQUIDITY";0.000632510977824348;0.0;0.0;2010.61;"SALDO DE 0,00063251 UNI-V3-POS-1950156-LIQUIDITY CUSTODIADO NA CARTEIRA METAMASK NA REDE POLYGON 0x8cB0 EM 31/12/2024."
"MetaMask (3) - Ethereum (ETH) - 0x9B7c...8C";"Wallet";"";"None";"MKR";3.026;9260.22;28021.43;28487.46;"SALDO DE 3,026 MKR CUSTODIADO NA CARTEIRA METAMASK NA REDE ETHEREUM 0x9B7c EM 31/12/2024."
"MetaMask (3) - Ethereum (ETH) - 0x9B7c...8C";"Wallet";"";"None";"LINK";208.60345933;124.01;25868.66;14754.44;"SALDO DE 208,60345933 LINK CUSTODIADO NA CARTEIRA METAMASK NA REDE ETHEREUM 0x9B7c EM 31/12/2024."
"MetaMask (3) - Ethereum (ETH) - 0x9B7c...8C";"Wallet";"";"None";"MATIC";94.2831528818;2.81;265.36;212.09;"SALDO DE 94,28315288 MATIC CUSTODIADO NA CARTEIRA METAMASK NA REDE ETHEREUM 0x9B7c EM 31/12/2024."
"MetaMask (3) - Polygon (MATIC) - 0x9B7c...8C";"Wallet";"";"None";"MATIC";18917.4557014615;2.81;53242.36;42554.19;"SALDO DE 18917,45570146 MATIC CUSTODIADO NA CARTEIRA METAMASK NA REDE POLYGON 0x9B7c EM 31/12/2024."
"MetaMask (3) - Polygon (MATIC) - 0x9B7c...8C";"Wallet";"";"None";"WETH";0.6019858878;20743.11;12487.06;8035.75;"SALDO DE 0,60198589 WETH CUSTODIADO NA CARTEIRA METAMASK NA REDE POLYGON 0x9B7c EM 31/12/2024."
"MetaMask (3) - Polygon (MATIC) - 0x9B7c...8C";"Wallet";"";"None";"UNI-V3-POS#1816243";1.0;0.0;0.0;0.0;"SALDO DE 1 UNI-V3-POS#1816243 CUSTODIADO NA CARTEIRA METAMASK NA REDE POLYGON 0x9B7c EM 31/12/2024."
"MetaMask (3) - Polygon (MATIC) - 0x9B7c...8C";"Wallet";"";"None";"UNI-V3-POS#1819097";1.0;0.0;0.0;0.0;"SALDO DE 1 UNI-V3-POS#1819097 CUSTODIADO NA CARTEIRA METAMASK NA REDE POLYGON 0x9B7c EM 31/12/2024."
"MetaMask - Ethereum (ETH)";"Wallet";"";"None";"LDO";8952.3683753113;10.84;97002.25;51040.2;"SALDO DE 8952,36837531 LDO CUSTODIADO NA CARTEIRA METAMASK NA REDE ETHEREUM EM 31/12/2024."
"MetaMask - Ethereum (ETH)";"Wallet";"";"None";"ONDO";1983.5238900546;8.27;16408.75;7986.87;"SALDO DE 1983,52389005 ONDO CUSTODIADO NA CARTEIRA METAMASK NA REDE ETHEREUM EM 31/12/2024."
"MetaMask - Ethereum (ETH)";"Wallet";"";"None";"WETH";0.3348883679;20743.11;6946.63;4470.33;"SALDO DE 0,33488837 WETH CUSTODIADO NA CARTEIRA METAMASK NA REDE ETHEREUM EM 31/12/2024."
"MetaMask - Ethereum (ETH)";"Wallet";"";"None";"ETH";0.0488064037;20724.06;1011.47;540.01;"SALDO DE 0,0488064 ETH CUSTODIADO NA CARTEIRA METAMASK NA REDE ETHEREUM EM 31/12/2024."
"MetaMask - Ethereum (ETH)";"Wallet";"";"None";"UNI-V3-POS#724697";1.0;0.0;0.0;0.0;"SALDO DE 1 UNI-V3-POS#724697 CUSTODIADO NA CARTEIRA METAMASK NA REDE ETHEREUM EM 31/12/2024."
"MetaMask - Ethereum (ETH)";"Wallet";"";"None";"UNI-V3-POS#730600";1.0;0.0;0.0;0.0;"SALDO DE 1 UNI-V3-POS#730600 CUSTODIADO NA CARTEIRA METAMASK NA REDE ETHEREUM EM 31/12/2024."
"MetaMask - Ethereum (ETH)";"Wallet";"";"None";"UNI-V3-POS#732647";1.0;0.0;0.0;0.0;"SALDO DE 1 UNI-V3-POS#732647 CUSTODIADO NA CARTEIRA METAMASK NA REDE ETHEREUM EM 31/12/2024."
"MetaMask - Polygon zkEVM";"Wallet";"";"None";"ETH";0.0017276778;20724.06;35.8;19.12;"SALDO DE 0,00172768 ETH CUSTODIADO NA CARTEIRA METAMASK NA REDE POLYGON EM 31/12/2024."
